scenario,seq_len,ground_truth,answer,lpips
scene_11292,4,"(1, 2)","2,3",0.052832
scene_12976,7,"(0, 1)","2,3",0.197362
scene_12639,8,"(0, 1)","1,4",0.088556
scene_10143,7,"(2, 3)","1,2",0.274925
scene_12881,6,"(1, 2)","2,3",0.061578
scene_13869,7,"(4, 5)","2,3",0.172256
scene_14809,7,"(2, 3)","1,2",0.247646
scene_14862,8,"(0, 1)","2,3",0.114722
scene_12075,8,"(0, 1)","2,3",0.197435
scene_11699,7,"(4, 5)","3,4",0.256853
scene_10897,8,"(3, 4)","1,2",0.147794
scene_14587,6,"(2, 3)","1,2",0.087536
scene_13085,7,"(5, 6)","1,2",0.235432
scene_11755,8,"(6, 7)","2,3",0.065368
scene_12773,7,"(2, 3)","2,3",0.268067
scene_10283,6,"(3, 4)","1,2",0.191983
scene_12754,7,"(4, 5)","1,5",0.133950
scene_10065,8,"(4, 5)","2,3",0.230446
scene_11059,8,"(0, 1)","3,4",0.081362
scene_12744,8,"(3, 4)","3,4",0.108065
scene_10305,8,"(4, 5)","1,2",0.155940
scene_12488,7,"(1, 2)","1,2",0.136341
scene_14977,8,"(2, 3)","1,2",0.190333
scene_11354,6,"(0, 1)","2,3",0.042357
scene_13222,8,"(5, 6)","2,3",0.145294
scene_10007,8,"(3, 4)","1,2",0.252229
scene_10104,8,"(0, 1)","1,8",0.086854
scene_11406,7,"(4, 5)","2,3",0.118708
scene_10534,8,"(6, 7)","2,3",0.062156
scene_14829,8,"(4, 5)","2,3",0.139374
scene_13798,8,"(5, 6)","2,3",0.067304
scene_13270,8,"(5, 6)","3,4",0.195952
scene_11851,8,"(5, 6)","2,3",0.096817
scene_13540,8,"(5, 6)","2,6",0.128674
scene_13709,8,"(5, 6)","1,2",0.143978
scene_12251,7,"(1, 2)","2,3",0.058556
scene_12887,8,"(2, 3)","3,4",0.140980
scene_12183,7,"(3, 4)","1,2",0.180132
scene_12393,8,"(0, 1)","2,3",0.089034
scene_13878,8,"(5, 6)","1,4",0.146066
scene_12575,7,"(2, 3)","2,3",0.190253
scene_10008,6,"(4, 5)","1,2",0.058830
scene_14114,8,"(2, 3)","3,4",0.148185
scene_14080,8,"(5, 6)","2,3",0.134464
scene_13209,8,"(6, 7)","1,2",0.129271
scene_11768,6,"(0, 1)","2,3",0.276394
scene_12036,8,"(5, 6)","2,3",0.099548
scene_14959,7,"(2, 3)","2,3",0.089270
scene_12234,6,"(4, 5)","1,6",0.238820
scene_11239,7,"(2, 3)","1,2",0.106438
scene_10825,8,"(5, 6)","1,6",0.201809
scene_10894,8,"(3, 4)","1,2",0.168987
scene_12940,8,"(2, 3)","2,3",0.102134
scene_14897,8,"(3, 4)","2,3",0.143939
scene_12972,7,"(5, 6)","3,4",0.061796
scene_14168,8,"(2, 3)","2,3",0.184845
scene_14424,8,"(4, 5)","2,3",0.058132
scene_10916,8,"(1, 2)","1,2",0.142481
scene_11370,7,"(1, 2)","2,3",0.081399
scene_11855,6,"(3, 4)","2,3",0.091152
scene_10092,7,"(5, 6)","2,3",0.079342
scene_13079,8,"(3, 4)","2,3",0.254253
scene_10167,7,"(5, 6)","2,3",0.163307
scene_10709,8,"(5, 6)","2,3",0.094158
scene_10923,7,"(1, 2)","3,4",0.085189
scene_14836,7,"(4, 5)","2,3",0.296768
scene_11954,8,"(4, 5)","2,3",0.142535
scene_14564,7,"(2, 3)","2,3",0.237203
scene_10969,8,"(3, 4)","2,3",0.141733
scene_12664,7,"(4, 5)","2,3",0.277309
scene_14132,8,"(6, 7)","1,8",0.203551
scene_10814,8,"(0, 1)","3,4",0.063807
scene_11705,8,"(2, 3)","1,2",0.149662
scene_11169,8,"(2, 3)","2,3",0.100050
scene_12097,8,"(1, 2)","2,3",0.108800
scene_11132,8,"(3, 4)","2,3",0.197151
scene_11167,7,"(4, 5)","1,2",0.274838
scene_12728,8,"(4, 5)","2,3",0.086218
scene_13786,7,"(5, 6)","2,3",0.229853
scene_13553,7,"(2, 3)","1,2",0.092033
scene_11450,6,"(3, 4)","1,2",0.076813
scene_11515,8,"(3, 4)","3,4",0.155856
scene_10837,8,"(3, 4)","1,2",0.176033
scene_10051,8,"(5, 6)","2,3",0.142193
scene_11514,8,"(1, 2)","2,3",0.251324
scene_12293,8,"(4, 5)","2,3",0.121789
scene_14239,8,"(3, 4)","1,8",0.133964
scene_11776,8,"(6, 7)","2,3",0.176151
scene_14705,8,"(6, 7)","3,4",0.097168
scene_14297,8,"(5, 6)","1,6",0.203147
scene_12107,8,"(1, 2)","2,3",0.138914
scene_14651,8,"(5, 6)","1,2",0.182913
scene_10583,8,"(0, 1)","1,4",0.153775
scene_11369,7,"(2, 3)","2,3",0.292618
scene_13255,7,"(4, 5)","2,3",0.352952
scene_12308,7,"(5, 6)","1,6",0.071252
scene_10519,8,"(5, 6)","1,2",0.171903
scene_11985,7,"(4, 5)","2,3",0.063369
scene_13062,8,"(2, 3)","1,2",0.177028
scene_10162,8,"(0, 1)","1,6",0.182861
scene_12658,8,"(6, 7)","3,4",0.189656
scene_11779,7,"(1, 2)","1,8",0.247859
scene_11233,8,"(5, 6)","3,4",0.112545
scene_12814,8,"(2, 3)","2,3",0.061720
scene_12369,7,"(1, 2)","2,3",0.068888
scene_13223,7,"(1, 2)","1,2",0.104584
scene_13346,4,"(0, 1)","2,3",0.060445
scene_13119,8,"(0, 1)","2,3",0.115470
scene_12276,7,"(0, 1)","1,2",0.145235
scene_11808,8,"(1, 2)","2,3",0.121164
scene_14009,8,"(3, 4)","2,3",0.249209
scene_10620,7,"(4, 5)","2,3",0.055292
scene_14404,6,"(0, 1)","1,2",0.059980
scene_11977,8,"(3, 4)","1,2",0.081034
scene_14474,8,"(3, 4)","1,2",0.188265
scene_10454,8,"(5, 6)","2,3",0.051193
scene_11273,8,"(4, 5)","2,3",0.087393
scene_13018,7,"(1, 2)","2,3",0.234540
scene_11643,8,"(5, 6)","2,3",0.115712
scene_11148,7,"(5, 6)","1,5",0.128385
scene_13865,8,"(3, 4)","3,4",0.090442
scene_12583,7,"(3, 4)","2,3",0.083741
scene_14022,6,"(3, 4)","2,3",0.134354
scene_14078,6,"(1, 2)","2,3",0.032038
scene_13281,7,"(1, 2)","2,3",0.153911
scene_12821,8,"(5, 6)","2,3",0.143739
scene_11781,8,"(5, 6)","2,3",0.068158
scene_12032,8,"(0, 1)","3,4",0.223418
scene_13292,8,"(6, 7)","3,4",0.059535
scene_12963,6,"(0, 1)","2,3",0.032829
scene_13263,7,"(3, 4)","2,6",0.159467
scene_11215,7,"(1, 2)","3,4",0.047796
scene_12191,8,"(1, 2)","1,2",0.180948
scene_13262,7,"(5, 6)","2,3",0.325415
scene_14965,8,"(4, 5)","4,5",0.124488
scene_13218,8,"(3, 4)","2,3",0.071671
scene_13897,7,"(0, 1)","3,4",0.028127
scene_14026,8,"(4, 5)","1,2",0.153330
scene_14835,8,"(1, 2)","2,3",0.165050
scene_10731,7,"(0, 1)","3,4",0.067767
scene_12807,7,"(3, 4)","2,3",0.123882
scene_14483,7,"(1, 2)","2,3",0.141137
scene_12875,8,"(6, 7)","2,3",0.136475
scene_11666,8,"(3, 4)","2,3",0.138023
scene_14963,8,"(5, 6)","1,2",0.215914
scene_12470,8,"(4, 5)","2,3",0.395193
scene_12372,8,"(4, 5)","1,2",0.144564
scene_10393,6,"(4, 5)","2,3",0.057428
scene_11382,8,"(2, 3)","2,3",0.162889
scene_13387,6,"(3, 4)","2,3",0.092988
scene_12606,8,"(4, 5)","1,2",0.238011
scene_10774,8,"(6, 7)","2,3",0.049106
scene_12937,6,"(4, 5)","2,3",0.070420
scene_11771,5,"(3, 4)","2,3",0.056523
scene_13844,7,"(4, 5)","1,2",0.256588
scene_10108,8,"(3, 4)","2,3",0.300613
scene_13810,7,"(1, 2)","1,2",0.157804
scene_13033,7,"(5, 6)","1,2",0.094502
scene_10603,8,"(6, 7)","1,2",0.276202
scene_11526,7,"(3, 4)","2,3",0.140022
scene_10742,8,"(3, 4)","2,3",0.230708
scene_11124,7,"(2, 3)","2,3",0.347195
scene_13019,7,"(1, 2)","2,3",0.163969
scene_12233,6,"(2, 3)","2,3",0.207967
scene_11847,7,"(4, 5)","1,2",0.110229
scene_10776,7,"(3, 4)","2,3",0.074980
scene_10602,5,"(1, 2)","2,3",0.081226
scene_14202,8,"(2, 3)","2,3",0.081134
scene_14410,7,"(3, 4)","2,3",0.330757
scene_12770,7,"(0, 1)","2,3",0.374111
scene_10470,7,"(5, 6)","1,6",0.199578
scene_12027,6,"(2, 3)","1,2",0.102436
scene_12256,7,"(1, 2)","2,3",0.106514
scene_14430,8,"(2, 3)","2,3",0.107372
scene_12008,8,"(2, 3)","2,3",0.396897
scene_13619,7,"(2, 3)","1,2",0.186852
scene_11551,7,"(4, 5)","2,3",0.109541
scene_13889,7,"(0, 1)","2,3",0.057150
scene_10834,8,"(1, 2)","1,2",0.203229
scene_14770,7,"(1, 2)","1,2",0.079095
scene_11513,8,"(1, 2)","2,3",0.142111
scene_10264,7,"(3, 4)","2,3",0.173245
scene_13340,8,"(5, 6)","2,3",0.122038
scene_13007,8,"(1, 2)","3,4",0.064671
scene_10643,8,"(5, 6)","2,3",0.132599
scene_10206,8,"(1, 2)","2,3",0.202540
scene_10446,8,"(0, 1)","1,2",0.092157
scene_10700,7,"(3, 4)","2,3",0.131428
scene_14701,8,"(3, 4)","2,3",0.233857
scene_14398,7,"(2, 3)","2,3",0.089935
scene_10043,8,"(4, 5)","2,3",0.096179
scene_11535,8,"(3, 4)","2,6",0.157614
scene_10197,8,"(3, 4)","2,3",0.188310
scene_12401,7,"(0, 1)","2,3",0.047121
scene_12322,8,"(1, 2)","1,2",0.159765
scene_11813,7,"(3, 4)","1,4",0.321845
scene_14572,8,"(3, 4)","3,4",0.245070
scene_13242,7,"(4, 5)","3,4",0.072619
scene_10150,7,"(5, 6)","2,3",0.183618
scene_11336,8,"(0, 1)","2,3",0.094854
scene_13427,8,"(6, 7)","1,2",0.187684
scene_11653,7,"(4, 5)","2,3",0.119215
scene_11857,7,"(3, 4)","1,2",0.336652
scene_12922,8,"(3, 4)","1,4",0.267601
scene_10515,8,"(0, 1)","2,3",0.083029
scene_10035,8,"(2, 3)","2,3",0.107623
scene_14553,8,"(2, 3)","1,2",0.244386
scene_12903,7,"(3, 4)","2,3",0.132530
scene_10080,8,"(6, 7)","2,3",0.098773
scene_14053,8,"(6, 7)","1,2",0.141426
scene_14634,8,"(3, 4)","2,3",0.162654
scene_12730,7,"(4, 5)","2,3",0.065145
scene_11401,8,"(5, 6)","2,3",0.146332
scene_12659,8,"(5, 6)","2,3",0.194650
scene_12936,8,"(4, 5)","2,3",0.137234
scene_13486,8,"(6, 7)","4,5",0.127255
scene_10429,8,"(4, 5)","2,3",0.073952
scene_12735,8,"(1, 2)","1,2",0.169930
scene_11618,5,"(3, 4)","1,2",0.057257
scene_14547,8,"(1, 2)","2,3",0.115172
scene_13141,6,"(2, 3)","3,4",0.174930
scene_10232,7,"(3, 4)","2,3",0.218621
scene_10978,8,"(3, 4)","3,4",0.187526
scene_10775,7,"(0, 1)","2,6",0.020697
scene_12581,6,"(3, 4)","1,2",0.140214
scene_12348,7,"(2, 3)","2,3",0.267941
scene_10352,8,"(5, 6)","2,3",0.203776
scene_10685,8,"(5, 6)","1,2",0.187460
scene_13474,8,"(6, 7)","3,4",0.067300
scene_10827,7,"(3, 4)","1,2",0.187608
scene_10684,8,"(5, 6)","2,3",0.097072
scene_10855,8,"(1, 2)","2,3",0.099837
scene_12752,8,"(6, 7)","2,3",0.098674
scene_14603,7,"(3, 4)","1,6",0.123219
scene_14902,7,"(1, 2)","2,3",0.058956
scene_13046,8,"(4, 5)","1,8",0.189513
scene_12776,8,"(4, 5)","3,4",0.081263
scene_13215,8,"(0, 1)","2,3",0.086127
scene_10800,8,"(3, 4)","1,2",0.254222
scene_14280,7,"(4, 5)","3,4",0.056743
scene_12590,8,"(4, 5)","2,3",0.210073
scene_12837,8,"(5, 6)","2,3",0.120298
scene_14505,6,"(0, 1)","4,5",0.060520
scene_10457,8,"(0, 1)","1,2",0.079000
scene_13256,8,"(5, 6)","2,3",0.109641
scene_12245,8,"(3, 4)","5,6",0.173593
scene_12118,7,"(1, 2)","1,2",0.055694
scene_10380,8,"(6, 7)","2,3",0.078555
scene_10189,8,"(3, 4)","1,2",0.165555
scene_14919,8,"(1, 2)","2,3",0.171127
scene_14093,8,"(0, 1)","1,2",0.085236
scene_10658,6,"(2, 3)","2,3",0.137399
scene_12329,8,"(3, 4)","1,2",0.122360
scene_12550,8,"(2, 3)","2,3",0.114369
scene_13941,5,"(1, 2)","1,2",0.076870
scene_11278,7,"(3, 4)","1,2",0.058801
scene_13426,8,"(2, 3)","2,3",0.139330
scene_10408,8,"(2, 3)","3,4",0.217208
scene_14060,8,"(6, 7)","1,2",0.088840
scene_11942,7,"(3, 4)","1,2",0.094962
scene_14982,6,"(2, 3)","2,3",0.107669
scene_12529,8,"(6, 7)","2,3",0.055374
scene_13035,7,"(3, 4)","3,4",0.073328
scene_13617,8,"(2, 3)","2,3",0.163539
scene_11070,8,"(6, 7)","2,3",0.100369
scene_14174,8,"(0, 1)","1,2",0.122260
scene_11454,7,"(3, 4)","1,2",0.170342
scene_13497,8,"(0, 1)","2,6",0.046589
scene_11796,8,"(5, 6)","1,2",0.048034
scene_14998,8,"(4, 5)","2,3",0.166889
scene_14443,8,"(0, 1)","1,2",0.072514
scene_11809,7,"(2, 3)","2,3",0.151890
scene_10641,7,"(1, 2)","3,4",0.232169
scene_12974,6,"(0, 1)","2,3",0.019929
scene_10887,8,"(6, 7)","2,3",0.090365
scene_11207,8,"(5, 6)","2,3",0.058552
scene_14342,8,"(0, 1)","2,3",0.052460
scene_14541,8,"(6, 7)","2,3",0.058488
scene_14178,7,"(0, 1)","1,2",0.040011
scene_11933,8,"(1, 2)","1,2",0.126025
scene_12491,7,"(1, 2)","3,4",0.200589
scene_11230,8,"(6, 7)","2,3",0.104633
scene_11659,8,"(0, 1)","2,3",0.058030
scene_10586,6,"(4, 5)","1,2",0.071139
scene_10403,8,"(1, 2)","1,2",0.148638
scene_11836,7,"(1, 2)","1,2",0.206610
scene_10098,8,"(1, 2)","1,2",0.074648
scene_10956,7,"(3, 4)","1,5",0.094842
scene_11654,8,"(5, 6)","2,3",0.076792
scene_10288,7,"(0, 1)","2,3",0.131960
scene_10677,7,"(4, 5)","2,3",0.172141
scene_11564,7,"(1, 2)","1,5",0.082063
scene_11303,8,"(3, 4)","1,2",0.152599
scene_11987,8,"(5, 6)","2,3",0.077367
scene_11384,8,"(2, 3)","2,3",0.109817
scene_13953,7,"(2, 3)","3,4",0.195814
scene_13971,8,"(1, 2)","2,3",0.305478
scene_10420,8,"(4, 5)","2,3",0.142130
scene_11814,7,"(4, 5)","1,2",0.105929
scene_12548,8,"(5, 6)","1,2",0.233352
scene_12265,8,"(5, 6)","3,4",0.127615
scene_11548,7,"(0, 1)","2,3",0.011995
scene_11430,8,"(6, 7)","6,7",0.055437
scene_14588,7,"(1, 2)","1,6",0.049369
scene_11428,7,"(2, 3)","2,3",0.221115
scene_10622,7,"(0, 1)","1,2",0.028413
scene_12119,8,"(4, 5)","3,4",0.114728
scene_13631,8,"(0, 1)","1,5",0.067086
scene_11368,8,"(2, 3)","2,3",0.156824
scene_13434,8,"(4, 5)","1,2",0.064529
scene_12013,8,"(5, 6)","3,4",0.097468
scene_10495,8,"(3, 4)","2,3",0.092796
scene_11079,8,"(3, 4)","1,2",0.151850
scene_10609,7,"(5, 6)","2,3",0.102172
scene_10346,8,"(1, 2)","2,3",0.231962
scene_10095,8,"(0, 1)","2,3",0.066831
scene_14485,7,"(4, 5)","2,3",0.256373
scene_13413,7,"(5, 6)","1,2",0.127205
scene_13725,8,"(6, 7)","2,3",0.109485
scene_12645,8,"(5, 6)","1,2",0.134610
scene_13816,7,"(1, 2)","1,2",0.135352
scene_14557,8,"(0, 1)","1,2",0.233223
scene_13044,8,"(5, 6)","1,2",0.286516
scene_14958,7,"(2, 3)","2,3",0.138587
scene_13320,7,"(5, 6)","1,2",0.158696
scene_11030,7,"(4, 5)","1,2",0.234842
scene_11062,8,"(6, 7)","2,3",0.164951
scene_10020,8,"(0, 1)","1,2",0.057419
scene_13723,8,"(6, 7)","2,3",0.146619
scene_12475,8,"(4, 5)","2,3",0.231178
scene_11109,8,"(6, 7)","2,3",0.087488
scene_14599,8,"(0, 1)","2,3",0.077461
scene_11890,7,"(2, 3)","1,5",0.118509
scene_12315,7,"(4, 5)","2,3",0.066267
scene_14771,8,"(3, 4)","2,3",0.091106
scene_13030,8,"(5, 6)","2,3",0.131352
scene_14940,7,"(2, 3)","2,3",0.266283
scene_10777,8,"(0, 1)","1,6",0.049855
scene_10667,8,"(4, 5)","2,3",0.137121
scene_11656,7,"(5, 6)","1,2",0.059111
scene_13714,8,"(2, 3)","1,5",0.105712
scene_11196,8,"(0, 1)","1,2",0.079404
scene_11395,7,"(3, 4)","1,2",0.265265
scene_11649,7,"(3, 4)","2,3",0.095823
scene_14291,7,"(0, 1)","1,2",0.000926
scene_10385,5,"(3, 4)","2,3",0.075446
scene_10560,8,"(2, 3)","1,2",0.118570
scene_11042,8,"(5, 6)","1,2",0.259124
scene_13686,8,"(6, 7)","1,2",0.060196
scene_10903,8,"(3, 4)","2,3",0.184390
scene_10505,7,"(5, 6)","1,2",0.048110
scene_11601,8,"(1, 2)","1,2",0.283025
scene_12555,7,"(3, 4)","2,3",0.167500
scene_10170,6,"(1, 2)","2,3",0.124990
scene_14850,7,"(5, 6)","2,3",0.126319
scene_10751,7,"(4, 5)","2,3",0.117563
scene_11198,8,"(5, 6)","2,3",0.175172
scene_13580,8,"(2, 3)","2,3",0.145942
scene_10049,7,"(4, 5)","2,3",0.069812
scene_11612,8,"(6, 7)","2,3",0.130571
scene_11294,7,"(4, 5)","2,3",0.277597
scene_10110,8,"(6, 7)","2,3",0.115090
scene_11092,8,"(3, 4)","2,3",0.150660
scene_14916,8,"(3, 4)","4,5",0.155350
scene_10358,7,"(3, 4)","2,3",0.110769
scene_10069,7,"(5, 6)","1,2",0.226592
scene_11595,7,"(4, 5)","3,4",0.294062
scene_12597,8,"(2, 3)","2,3",0.155168
scene_14811,8,"(2, 3)","2,3",0.177718
scene_12214,7,"(1, 2)","1,2",0.029860
scene_13704,7,"(0, 1)","2,3",0.005341
scene_11871,8,"(2, 3)","1,2",0.182085
scene_13129,8,"(3, 4)","2,3",0.078578
scene_13737,8,"(1, 2)","3,4",0.240047
scene_14286,8,"(6, 7)","3,4",0.128519
scene_11078,6,"(3, 4)","3,4",0.078760
scene_14801,8,"(4, 5)","1,2",0.198341
scene_13347,7,"(4, 5)","3,4",0.117055
scene_12382,8,"(5, 6)","1,2",0.187511
scene_13556,7,"(3, 4)","2,3",0.211587
scene_13630,8,"(2, 3)","1,4",0.191249
scene_11050,7,"(0, 1)","1,2",0.032936
scene_11350,8,"(3, 4)","2,3",0.104893
scene_13369,8,"(6, 7)","2,3",0.055754
scene_14185,8,"(2, 3)","1,2",0.150761
scene_10243,8,"(1, 2)","2,3",0.203924
scene_14642,7,"(3, 4)","1,2",0.192681
scene_11260,8,"(1, 2)","2,3",0.204796
scene_11605,7,"(2, 3)","1,2",0.150015
scene_10144,8,"(6, 7)","2,3",0.040094
scene_11152,8,"(2, 3)","2,3",0.271122
scene_13282,7,"(2, 3)","2,3",0.330645
scene_13688,7,"(2, 3)","2,3",0.232540
scene_12246,7,"(4, 5)","2,3",0.135984
scene_13921,7,"(5, 6)","2,3",0.086061
scene_12808,6,"(2, 3)","2,3",0.128633
scene_12871,7,"(4, 5)","1,2",0.047420
scene_10944,7,"(0, 1)","2,3",0.000887
scene_11500,7,"(4, 5)","2,3",0.133759
scene_12015,8,"(1, 2)","1,2",0.164290
scene_12691,5,"(0, 1)","1,2",0.037136
scene_12843,8,"(1, 2)","2,3",0.166930
scene_13503,8,"(5, 6)","3,4",0.096225
scene_12465,7,"(3, 4)","2,3",0.188005
scene_14229,6,"(3, 4)","2,3",0.075694
scene_12261,7,"(4, 5)","2,3",0.301033
scene_14754,7,"(1, 2)","1,2",0.106193
scene_11598,8,"(5, 6)","2,3",0.224099
scene_13247,7,"(3, 4)","2,3",0.099119
scene_13003,7,"(5, 6)","1,6",0.034472
scene_12523,8,"(5, 6)","2,3",0.153378
scene_11701,8,"(3, 4)","2,3",0.187859
scene_12070,7,"(3, 4)","1,2",0.161032
scene_10706,7,"(0, 1)","2,3",0.042979
scene_14175,8,"(0, 1)","2,3",0.075110
scene_12901,8,"(2, 3)","2,3",0.179852
scene_14428,8,"(1, 2)","2,3",0.155277
scene_11090,7,"(3, 4)","2,3",0.100867
scene_14374,8,"(5, 6)","2,3",0.132225
scene_13123,8,"(1, 2)","2,3",0.060090
scene_14006,8,"(2, 3)","2,3",0.112375
scene_10228,7,"(5, 6)","1,2",0.086834
scene_10365,8,"(4, 5)","2,3",0.163892
scene_10806,6,"(2, 3)","3,4",0.080438
scene_12907,8,"(3, 4)","2,3",0.118799
scene_13638,7,"(4, 5)","1,2",0.051460
scene_10911,8,"(4, 5)","2,3",0.049633
scene_13982,7,"(2, 3)","1,2",0.141422
scene_12882,8,"(3, 4)","3,4",0.107147
scene_12098,8,"(5, 6)","2,3",0.089886
scene_13448,7,"(4, 5)","2,3",0.203998
scene_13088,8,"(2, 3)","2,3",0.235399
scene_12704,8,"(2, 3)","2,3",0.059384
scene_10499,8,"(5, 6)","2,3",0.187370
scene_11013,8,"(3, 4)","2,3",0.140652
scene_12422,8,"(2, 3)","2,3",0.300772
scene_11777,7,"(2, 3)","1,2",0.145725
scene_11760,8,"(2, 3)","1,2",0.243087
scene_13937,8,"(1, 2)","2,3",0.226032
scene_14462,7,"(0, 1)","2,3",0.001241
scene_11348,7,"(5, 6)","1,2",0.074139
scene_13935,7,"(1, 2)","1,2",0.094181
scene_10139,8,"(2, 3)","1,2",0.145534
scene_12385,8,"(0, 1)","2,3",0.151885
scene_10309,7,"(5, 6)","2,3",0.068825
scene_14422,7,"(4, 5)","2,3",0.138836
scene_11727,8,"(6, 7)","3,4",0.116033
scene_11916,8,"(5, 6)","1,2",0.044929
scene_11129,8,"(1, 2)","2,3",0.136788
scene_13175,8,"(1, 2)","3,4",0.230556
scene_14386,8,"(1, 2)","2,3",0.081883
scene_12435,8,"(5, 6)","2,3",0.128289
scene_11754,8,"(3, 4)","2,3",0.281470
scene_13210,7,"(2, 3)","1,2",0.112247
scene_10984,8,"(5, 6)","1,2",0.111600
scene_13585,8,"(4, 5)","2,3",0.151979
scene_11861,8,"(6, 7)","2,3",0.110112
scene_14583,7,"(4, 5)","2,3",0.117836
scene_12816,8,"(4, 5)","2,3",0.079983
scene_12992,7,"(2, 3)","2,3",0.070635
scene_12457,7,"(0, 1)","2,3",0.054332
scene_11728,8,"(6, 7)","2,3",0.100961
scene_10940,6,"(1, 2)","2,3",0.075790
scene_14164,8,"(2, 3)","2,3",0.130081
scene_14691,7,"(1, 2)","3,4",0.094103
scene_13758,8,"(2, 3)","2,3",0.184692
scene_11123,8,"(1, 2)","2,3",0.168539
scene_11580,7,"(2, 3)","1,2",0.142203
scene_13780,8,"(0, 1)","3,4",0.102884
scene_12834,8,"(5, 6)","3,4",0.155379
scene_14253,8,"(4, 5)","2,3",0.095301
scene_14223,8,"(1, 2)","3,4",0.167704
scene_10413,6,"(2, 3)","1,2",0.048144
scene_13860,5,"(0, 1)","2,3",0.088064
scene_14881,8,"(0, 1)","1,2",0.052478
scene_11460,8,"(4, 5)","2,3",0.088415
scene_10040,8,"(2, 3)","2,3",0.122468
scene_13974,7,"(5, 6)","2,3",0.132823
scene_11853,7,"(1, 2)","1,4",0.080169
scene_14340,7,"(5, 6)","2,3",0.165311
scene_10184,6,"(3, 4)","3,4",0.092321
scene_13022,7,"(0, 1)","2,3",0.017099
scene_11005,8,"(6, 7)","1,2",0.112634
scene_11323,8,"(0, 1)","2,3",0.151442
scene_14357,8,"(4, 5)","3,4",0.169175
scene_11009,5,"(2, 3)","1,2",0.077920
scene_14887,8,"(3, 4)","3,4",0.218992
scene_12165,8,"(3, 4)","5,6",0.092048
scene_13213,8,"(3, 4)","2,3",0.192253
scene_14699,7,"(2, 3)","3,4",0.204713
scene_12108,8,"(1, 2)","2,3",0.292133
scene_14720,7,"(0, 1)","2,3",0.007395
scene_11200,8,"(2, 3)","2,3",0.219224
scene_13391,8,"(6, 7)","1,2",0.120780
scene_12689,7,"(3, 4)","1,2",0.130874
scene_10727,8,"(0, 1)","1,2",0.111244
scene_13820,7,"(0, 1)","1,2",0.062559
scene_10450,7,"(3, 4)","1,2",0.234461
scene_10114,8,"(3, 4)","2,3",0.127667
scene_10546,8,"(0, 1)","3,4",0.170990
scene_13379,7,"(4, 5)","1,2",0.138527
scene_11893,8,"(5, 6)","2,3",0.091875
scene_14545,8,"(5, 6)","2,3",0.191570
scene_14196,8,"(0, 1)","1,2",0.100479
scene_12383,8,"(1, 2)","1,2",0.190334
scene_10733,8,"(1, 2)","1,2",0.219421
scene_11276,8,"(6, 7)","1,2",0.063791
scene_10119,7,"(4, 5)","1,2",0.139354
scene_14937,8,"(2, 3)","1,3",0.267696
scene_11108,8,"(0, 1)","2,3",0.109093
scene_12614,8,"(1, 2)","2,3",0.160863
scene_14740,8,"(0, 1)","1,2",0.128429
scene_12190,7,"(4, 5)","1,2",0.136655
scene_14755,7,"(3, 4)","1,2",0.115572
scene_10554,8,"(4, 5)","2,3",0.145364
scene_11710,8,"(4, 5)","2,3",0.145818
scene_14197,8,"(6, 7)","2,3",0.132920
scene_11774,7,"(4, 5)","2,3",0.084643
scene_10705,7,"(1, 2)","2,3",0.129324
scene_11684,8,"(6, 7)","1,2",0.031962
scene_14715,7,"(4, 5)","1,2",0.080520
scene_11686,8,"(3, 4)","2,3",0.147098
scene_11107,7,"(3, 4)","1,2",0.252712
scene_10039,7,"(3, 4)","2,3",0.234577
scene_13131,8,"(2, 3)","2,3",0.215785
scene_11077,7,"(4, 5)","2,3",0.128569
scene_14065,8,"(3, 4)","1,2",0.087950
scene_13990,8,"(2, 3)","2,3",0.152269
scene_13639,7,"(4, 5)","3,4",0.258233
scene_12419,7,"(4, 5)","2,3",0.162063
scene_13335,7,"(0, 1)","2,3",0.061300
scene_12995,7,"(4, 5)","2,3",0.207393
scene_13738,7,"(5, 6)","1,2",0.202675
scene_13343,8,"(0, 1)","2,6",0.215545
scene_14248,7,"(1, 2)","2,3",0.060494
scene_11022,7,"(5, 6)","2,3",0.151899
scene_13360,8,"(1, 2)","2,3",0.073955
scene_10504,8,"(2, 3)","2,3",0.243426
scene_12152,8,"(5, 6)","1,2",0.286352
scene_12450,8,"(0, 1)","1,2",0.087740
scene_14870,8,"(1, 2)","3,4",0.127220
scene_13176,7,"(1, 2)","2,3",0.083410
scene_12504,6,"(1, 2)","2,3",0.028019
scene_12867,7,"(4, 5)","2,3",0.177523
scene_13146,7,"(0, 1)","2,3",0.032587
scene_12044,8,"(1, 2)","2,3",0.370974
scene_11376,7,"(0, 1)","2,3",0.047757
scene_11788,8,"(3, 4)","1,4",0.098525
scene_13712,7,"(3, 4)","2,3",0.251503
scene_12654,8,"(5, 6)","1,2",0.081647
scene_14394,8,"(4, 5)","2,3",0.109345
scene_13530,8,"(3, 4)","3,4",0.094512
scene_10888,7,"(2, 3)","2,3",0.109083
scene_14761,7,"(0, 1)","1,2",0.014472
scene_14363,6,"(1, 2)","2,3",0.087788
scene_14584,8,"(2, 3)","1,2",0.110166
scene_13729,8,"(5, 6)","2,3",0.083538
scene_10250,8,"(2, 3)","2,3",0.088649
scene_13736,8,"(5, 6)","1,2",0.227628
